Gene stable ID	Transcript stable ID	STRING ID
Vitvi05g00506	Vitvi05g00506_t003	
Vitvi10g04737	Vitvi10g04737_t001	
Vitvi14g04442	Vitvi14g04442_t001	
Vitvi04g01590	Vitvi04g01590_t001	
Vitvi17g00069	Vitvi17g00069_t001	
Vitvi15g00885	Vitvi15g00885_t001	29760.VIT_15s0048g02600.t01
Vitvi07g00674	Vitvi07g00674_t001	29760.VIT_07s0005g04180.t01
Vitvi18g00675	Vitvi18g00675_t001	29760.VIT_18s0001g09230.t01
Vitvi03g00185	Vitvi03g00185_t001	29760.VIT_03s0038g02920.t01
Vitvi03g04160	Vitvi03g04160_t001	
Vitvi06g00608	Vitvi06g00608_t002	
Vitvi06g00608	Vitvi06g00608_t001	
Vitvi14g01936	Vitvi14g01936_t001	
Vitvi10g04054	Vitvi10g04054_t001	
Vitvi19g04431	Vitvi19g04431_t001	
Vitvi03g04323	Vitvi03g04323_t001	
Vitvi01g04261	Vitvi01g04261_t001	
Vitvi01g04261	Vitvi01g04261_t002	
Vitvi01g04261	Vitvi01g04261_t003	
Vitvi01g01470	Vitvi01g01470_t001	
Vitvi03g00037	Vitvi03g00037_t001	29760.VIT_03s0038g00490.t01
Vitvi16g04172	Vitvi16g04172_t001	
Vitvi00g04288	Vitvi00g04288_t001	
Vitvi01g01986	Vitvi01g01986_t002	29760.VIT_01s0011g05400.t01
Vitvi01g01986	Vitvi01g01986_t001	29760.VIT_01s0011g05400.t01
Vitvi08g04216	Vitvi08g04216_t001	
Vitvi05g00026	Vitvi05g00026_t001	
Vitvi06g01341	Vitvi06g01341_t001	
Vitvi06g01341	Vitvi06g01341_t002	
Vitvi01g00619	Vitvi01g00619_t001	
Vitvi07g00087	Vitvi07g00087_t001	
Vitvi18g02337	Vitvi18g02337_t001	
Vitvi06g04093	Vitvi06g04093_t001	
Vitvi10g04249	Vitvi10g04249_t001	
Vitvi08g01855	Vitvi08g01855_t001	
Vitvi10g00520	Vitvi10g00520_t001	
Vitvi12g00233	Vitvi12g00233_t001	
Vitvi09g00939	Vitvi09g00939_t001	
Vitvi13g01413	Vitvi13g01413_t001	
Vitvi13g01413	Vitvi13g01413_t002	
Vitvi18g01636	Vitvi18g01636_t001	
Vitvi07g00135	Vitvi07g00135_t001	
Vitvi12g00572	Vitvi12g00572_t001	29760.VIT_12s0134g00010.t01
Vitvi18g00134	Vitvi18g00134_t001	29760.VIT_18s0001g00440.t01
Vitvi08g01553	Vitvi08g01553_t001	
Vitvi14g04466	Vitvi14g04466_t001	
Vitvi19g04286	Vitvi19g04286_t001	
Vitvi15g04648	Vitvi15g04648_t001	
Vitvi04g01451	Vitvi04g01451_t001	
Vitvi18g00601	Vitvi18g00601_t001	29760.VIT_18s0001g08370.t01
Vitvi13g00033	Vitvi13g00033_t001	
Vitvi13g00033	Vitvi13g00033_t002	
Vitvi15g00359	Vitvi15g00359_t001	
Vitvi15g04336	Vitvi15g04336_t001	
Vitvi01g00992	Vitvi01g00992_t001	
Vitvi14g02942	Vitvi14g02942_t001	
Vitvi13g04327	Vitvi13g04327_t001	
Vitvi13g02503	Vitvi13g02503_t001	
Vitvi08g01444	Vitvi08g01444_t001	29760.VIT_08s0007g03160.t01
Vitvi04g04409	Vitvi04g04409_t001	
Vitvi18g01995	Vitvi18g01995_t001	
Vitvi07g01994	Vitvi07g01994_t001	
Vitvi12g02545	Vitvi12g02545_t001	
Vitvi12g02545	Vitvi12g02545_t002	
Vitvi14g01695	Vitvi14g01695_t001	
Vitvi18g01557	Vitvi18g01557_t001	29760.VIT_18s0157g00050.t01
Vitvi05g02217	Vitvi05g02217_t001	
Vitvi04g00316	Vitvi04g00316_t001	29760.VIT_04s0008g03620.t01
Vitvi03g01417	Vitvi03g01417_t001	29760.VIT_03s0038g03010.t01
Vitvi08g01389	Vitvi08g01389_t001	29760.VIT_08s0007g02520.t01
Vitvi17g00712	Vitvi17g00712_t001	
Vitvi19g00372	Vitvi19g00372_t001	29760.VIT_19s0014g04740.t01
Vitvi08g02333	Vitvi08g02333_t001	
Vitvi16g04097	Vitvi16g04097_t001	
Vitvi07g00526	Vitvi07g00526_t001	29760.VIT_07s0005g02600.t01
Vitvi12g02409	Vitvi12g02409_t001	
Vitvi17g00083	Vitvi17g00083_t001	29760.VIT_17s0000g01020.t01
Vitvi02g00237	Vitvi02g00237_t001	29760.VIT_02s0025g02660.t01
Vitvi05g01066	Vitvi05g01066_t001	
Vitvi05g01066	Vitvi05g01066_t002	
Vitvi15g04051	Vitvi15g04051_t001	
Vitvi09g04429	Vitvi09g04429_t001	
Vitvi14g00901	Vitvi14g00901_t001	
Vitvi11g04078	Vitvi11g04078_t001	
Vitvi06g00480	Vitvi06g00480_t001	
Vitvi07g02536	Vitvi07g02536_t001	
Vitvi19g04207	Vitvi19g04207_t001	
Vitvi08g04185	Vitvi08g04185_t001	
Vitvi00g04496	Vitvi00g04496_t001	
Vitvi08g00160	Vitvi08g00160_t001	29760.VIT_08s0032g00090.t01
Vitvi17g04184	Vitvi17g04184_t001	
Vitvi00g04202	Vitvi00g04202_t001	
Vitvi13g04675	Vitvi13g04675_t001	
Vitvi03g00216	Vitvi03g00216_t001	29760.VIT_03s0038g03560.t01
Vitvi19g02270	Vitvi19g02270_t001	
Vitvi10g01350	Vitvi10g01350_t001	
Vitvi08g04037	Vitvi08g04037_t001	
Vitvi07g00411	Vitvi07g00411_t001	29760.VIT_07s0005g01430.t01
Vitvi09g04394	Vitvi09g04394_t001	
Vitvi00g04733	Vitvi00g04733_t001	
Vitvi19g04498	Vitvi19g04498_t001	
Vitvi18g02666	Vitvi18g02666_t001	
Vitvi19g04115	Vitvi19g04115_t001	
Vitvi14g04227	Vitvi14g04227_t001	
Vitvi03g01812	Vitvi03g01812_t001	
Vitvi01g01907	Vitvi01g01907_t001	29760.VIT_01s0011g02500.t01
Vitvi02g00749	Vitvi02g00749_t001	29760.VIT_02s0012g01860.t01
Vitvi08g00700	Vitvi08g00700_t001	
Vitvi15g01112	Vitvi15g01112_t001	29760.VIT_15s0046g02440.t01
Vitvi06g01935	Vitvi06g01935_t002	
Vitvi06g01935	Vitvi06g01935_t001	
Vitvi12g01951	Vitvi12g01951_t001	29760.VIT_12s0035g00170.t01
Vitvi09g01274	Vitvi09g01274_t002	
Vitvi09g01274	Vitvi09g01274_t001	29760.VIT_09s0018g01700.t01
Vitvi02g00475	Vitvi02g00475_t003	
Vitvi02g00475	Vitvi02g00475_t001	
Vitvi02g00475	Vitvi02g00475_t002	
Vitvi13g02023	Vitvi13g02023_t001	29760.VIT_13s0019g02920.t01
Vitvi05g01042	Vitvi05g01042_t001	
Vitvi13g04134	Vitvi13g04134_t001	
Vitvi01g00453	Vitvi01g00453_t001	29760.VIT_01s0011g05350.t01
Vitvi09g04045	Vitvi09g04045_t001	
Vitvi17g01221	Vitvi17g01221_t001	29760.VIT_17s0053g00700.t01
Vitvi17g01221	Vitvi17g01221_t002	
Vitvi17g01221	Vitvi17g01221_t003	
Vitvi02g01118	Vitvi02g01118_t001	29760.VIT_02s0033g01030.t01
Vitvi03g00409	Vitvi03g00409_t001	
Vitvi12g01944	Vitvi12g01944_t001	29760.VIT_12s0035g00130.t01
Vitvi01g04083	Vitvi01g04083_t001	
Vitvi01g04083	Vitvi01g04083_t002	
Vitvi14g00327	Vitvi14g00327_t003	
Vitvi14g00327	Vitvi14g00327_t001	29760.VIT_14s0030g00500.t01
Vitvi14g00327	Vitvi14g00327_t002	
Vitvi06g04103	Vitvi06g04103_t001	
Vitvi00g04435	Vitvi00g04435_t001	
Vitvi07g02893	Vitvi07g02893_t001	
Vitvi18g03084	Vitvi18g03084_t001	29760.VIT_18s0041g00030.t01
Vitvi14g04033	Vitvi14g04033_t001	
Vitvi07g03085	Vitvi07g03085_t001	
Vitvi07g03085	Vitvi07g03085_t002	
Vitvi02g00773	Vitvi02g00773_t001	29760.VIT_02s0012g02050.t01
Vitvi08g04223	Vitvi08g04223_t001	
Vitvi18g04442	Vitvi18g04442_t001	
Vitvi19g00307	Vitvi19g00307_t001	
Vitvi03g00545	Vitvi03g00545_t001	29760.VIT_03s0180g00070.t01
Vitvi04g01363	Vitvi04g01363_t001	
Vitvi05g00782	Vitvi05g00782_t001	
Vitvi05g00782	Vitvi05g00782_t002	
Vitvi02g00805	Vitvi02g00805_t001	
Vitvi06g04050	Vitvi06g04050_t001	
Vitvi02g04124	Vitvi02g04124_t001	
Vitvi03g04316	Vitvi03g04316_t001	
Vitvi18g04640	Vitvi18g04640_t001	
Vitvi12g04609	Vitvi12g04609_t001	
Vitvi13g02475	Vitvi13g02475_t001	
Vitvi12g00586	Vitvi12g00586_t001	29760.VIT_12s0134g00160.t01
Vitvi00g04277	Vitvi00g04277_t001	
Vitvi04g04216	Vitvi04g04216_t001	
Vitvi02g00023	Vitvi02g00023_t001	29760.VIT_02s0025g00270.t01
Vitvi15g01275	Vitvi15g01275_t001	
Vitvi15g04044	Vitvi15g04044_t001	
Vitvi19g04272	Vitvi19g04272_t001	
Vitvi01g00919	Vitvi01g00919_t001	
Vitvi05g04114	Vitvi05g04114_t001	
Vitvi14g00675	Vitvi14g00675_t001	29760.VIT_14s0036g01040.t01
Vitvi19g01661	Vitvi19g01661_t001	29760.VIT_19s0027g01850.t01
Vitvi19g04533	Vitvi19g04533_t001	
Vitvi15g04395	Vitvi15g04395_t001	
Vitvi02g04337	Vitvi02g04337_t001	
Vitvi16g04186	Vitvi16g04186_t001	
Vitvi07g02269	Vitvi07g02269_t001	29760.VIT_07s0005g03420.t01
Vitvi01g01972	Vitvi01g01972_t001	
Vitvi15g04259	Vitvi15g04259_t001	
Vitvi14g01636	Vitvi14g01636_t001	29760.VIT_14s0219g00250.t01
Vitvi18g04466	Vitvi18g04466_t001	
Vitvi12g02216	Vitvi12g02216_t002	29760.VIT_12s0028g01400.t01
Vitvi12g02216	Vitvi12g02216_t001	29760.VIT_12s0028g01400.t01
Vitvi05g01128	Vitvi05g01128_t001	
Vitvi18g00975	Vitvi18g00975_t001	29760.VIT_18s0001g12630.t01
Vitvi11g04006	Vitvi11g04006_t001	
Vitvi08g01451	Vitvi08g01451_t001	29760.VIT_08s0007g03220.t01
Vitvi13g01828	Vitvi13g01828_t001	29760.VIT_13s0156g00210.t01
Vitvi07g00974	Vitvi07g00974_t001	29760.VIT_07s0095g00200.t01
Vitvi17g00799	Vitvi17g00799_t001	
Vitvi07g00078	Vitvi07g00078_t001	29760.VIT_00s0179g00150.t01
Vitvi07g00078	Vitvi07g00078_t002	29760.VIT_00s0179g00150.t01
Vitvi07g01182	Vitvi07g01182_t001	
Vitvi04g01855	Vitvi04g01855_t001	
Vitvi13g00227	Vitvi13g00227_t001	29760.VIT_13s0067g03850.t01
Vitvi13g00227	Vitvi13g00227_t002	
Vitvi10g04658	Vitvi10g04658_t001	
Vitvi01g01686	Vitvi01g01686_t001	
Vitvi13g02016	Vitvi13g02016_t001	29760.VIT_13s0019g02760.t01
Vitvi19g01734	Vitvi19g01734_t001	
Vitvi19g01734	Vitvi19g01734_t002	
Vitvi09g04537	Vitvi09g04537_t001	
Vitvi09g00070	Vitvi09g00070_t001	
Vitvi05g00168	Vitvi05g00168_t001	
Vitvi10g04532	Vitvi10g04532_t001	
Vitvi04g01444	Vitvi04g01444_t001	
Vitvi01g04069	Vitvi01g04069_t001	
Vitvi14g01348	Vitvi14g01348_t001	
Vitvi14g01995	Vitvi14g01995_t001	29760.VIT_14s0108g01170.t01
Vitvi08g04409	Vitvi08g04409_t001	
Vitvi12g04333	Vitvi12g04333_t001	
Vitvi10g04273	Vitvi10g04273_t002	
Vitvi10g04273	Vitvi10g04273_t001	
Vitvi10g04273	Vitvi10g04273_t003	
Vitvi12g00027	Vitvi12g00027_t001	
Vitvi01g01800	Vitvi01g01800_t002	
Vitvi01g01800	Vitvi01g01800_t001	29760.VIT_01s0150g00400.t01
Vitvi13g01267	Vitvi13g01267_t001	
Vitvi07g04457	Vitvi07g04457_t001	
Vitvi12g02754	Vitvi12g02754_t001	29760.VIT_12s0035g01690.t01
Vitvi07g01747	Vitvi07g01747_t001	29760.VIT_07s0031g00640.t01
Vitvi11g01339	Vitvi11g01339_t001	29760.VIT_11s0016g01050.t01
Vitvi00g04111	Vitvi00g04111_t001	29760.VIT_16s0039g00360.t01
Vitvi18g00901	Vitvi18g00901_t001	
Vitvi06g01354	Vitvi06g01354_t001	
Vitvi03g00223	Vitvi03g00223_t001	
Vitvi03g00223	Vitvi03g00223_t002	
Vitvi03g00223	Vitvi03g00223_t003	
Vitvi07g01694	Vitvi07g01694_t001	29760.VIT_07s0031g00080.t01
Vitvi19g00621	Vitvi19g00621_t001	
Vitvi10g00484	Vitvi10g00484_t001	
Vitvi07g00196	Vitvi07g00196_t001	
Vitvi13g00640	Vitvi13g00640_t001	
Vitvi14g02642	Vitvi14g02642_t001	
Vitvi10g04041	Vitvi10g04041_t001	
Vitvi04g01389	Vitvi04g01389_t001	29760.VIT_04s0023g02690.t01
Vitvi13g01959	Vitvi13g01959_t001	29760.VIT_13s0019g00590.t01
Vitvi03g01289	Vitvi03g01289_t001	
Vitvi01g01607	Vitvi01g01607_t001	
Vitvi07g00513	Vitvi07g00513_t001	
Vitvi11g04135	Vitvi11g04135_t001	
Vitvi04g00570	Vitvi04g00570_t001	
Vitvi12g00777	Vitvi12g00777_t001	29760.VIT_12s0057g01530.t01
Vitvi18g02966	Vitvi18g02966_t001	
Vitvi07g01768	Vitvi07g01768_t001	
Vitvi04g04037	Vitvi04g04037_t001	
Vitvi11g04087	Vitvi11g04087_t001	29760.VIT_00s2277g00010.t01
Vitvi04g00323	Vitvi04g00323_t001	
Vitvi04g00160	Vitvi04g00160_t001	29760.VIT_04s0008g01870.t01
Vitvi04g04185	Vitvi04g04185_t001	
Vitvi09g00720	Vitvi09g00720_t003	
Vitvi09g00720	Vitvi09g00720_t002	
Vitvi09g00720	Vitvi09g00720_t001	29760.VIT_09s0002g08090.t01
Vitvi16g04107	Vitvi16g04107_t001	
Vitvi12g01651	Vitvi12g01651_t001	
Vitvi06g01635	Vitvi06g01635_t001	29760.VIT_06s0004g02230.t01
Vitvi05g00147	Vitvi05g00147_t001	
Vitvi05g00147	Vitvi05g00147_t002	
Vitvi12g02037	Vitvi12g02037_t001	
Vitvi17g00261	Vitvi17g00261_t001	
Vitvi14g01367	Vitvi14g01367_t001	
Vitvi06g00676	Vitvi06g00676_t001	29760.VIT_06s0004g06920.t01
Vitvi07g01108	Vitvi07g01108_t001	
Vitvi07g02283	Vitvi07g02283_t001	
Vitvi09g00303	Vitvi09g00303_t001	
Vitvi06g00982	Vitvi06g00982_t001	
Vitvi07g02791	Vitvi07g02791_t001	29760.VIT_00s0186g00100.t01
Vitvi18g04227	Vitvi18g04227_t001	
Vitvi12g02185	Vitvi12g02185_t001	29760.VIT_12s0142g00160.t01
Vitvi14g02666	Vitvi14g02666_t001	
Vitvi15g00017	Vitvi15g00017_t001	
Vitvi06g01564	Vitvi06g01564_t001	29760.VIT_06s0080g01260.t01
Vitvi16g04215	Vitvi16g04215_t001	
Vitvi17g01622	Vitvi17g01622_t001	
Vitvi01g01837	Vitvi01g01837_t001	
Vitvi01g01837	Vitvi01g01837_t002	
Vitvi01g01837	Vitvi01g01837_t003	
Vitvi10g01289	Vitvi10g01289_t001	
Vitvi06g01503	Vitvi06g01503_t001	29760.VIT_06s0080g00570.t01
Vitvi06g00089	Vitvi06g00089_t001	
Vitvi04g00958	Vitvi04g00958_t001	
Vitvi14g00288	Vitvi14g00288_t001	29760.VIT_14s0128g00020.t01
Vitvi18g00277	Vitvi18g00277_t001	
Vitvi05g04008	Vitvi05g04008_t001	
Vitvi01g00238	Vitvi01g00238_t001	29760.VIT_01s0011g03010.t01
Vitvi01g00238	Vitvi01g00238_t002	
Vitvi09g04500	Vitvi09g04500_t001	
Vitvi12g02520	Vitvi12g02520_t001	
Vitvi10g00741	Vitvi10g00741_t001	
Vitvi14g01887	Vitvi14g01887_t001	
Vitvi14g01887	Vitvi14g01887_t002	29760.VIT_14s0066g02540.t01
Vitvi17g01420	Vitvi17g01420_t001	
Vitvi13g00925	Vitvi13g00925_t001	29760.VIT_13s0147g00230.t01
Vitvi07g04310	Vitvi07g04310_t001	
Vitvi04g01781	Vitvi04g01781_t001	
Vitvi08g04190	Vitvi08g04190_t001	
Vitvi14g02821	Vitvi14g02821_t001	
Vitvi16g00944	Vitvi16g00944_t001	
Vitvi06g00495	Vitvi06g00495_t001	29760.VIT_06s0004g05020.t01
Vitvi05g01649	Vitvi05g01649_t001	
Vitvi04g04373	Vitvi04g04373_t001	
Vitvi06g00118	Vitvi06g00118_t001	
Vitvi06g01773	Vitvi06g01773_t002	
Vitvi06g01773	Vitvi06g01773_t001	
Vitvi08g00658	Vitvi08g00658_t001	
Vitvi08g00658	Vitvi08g00658_t002	
Vitvi13g01052	Vitvi13g01052_t001	29760.VIT_13s0073g00560.t01
Vitvi13g01052	Vitvi13g01052_t002	29760.VIT_13s0073g00560.t01
Vitvi04g04520	Vitvi04g04520_t001	
Vitvi16g00048	Vitvi16g00048_t001	
Vitvi04g00249	Vitvi04g00249_t001	29760.VIT_04s0008g02830.t01
Vitvi15g04599	Vitvi15g04599_t001	
Vitvi06g04381	Vitvi06g04381_t001	
Vitvi04g01293	Vitvi04g01293_t001	29760.VIT_04s0023g01790.t01
Vitvi03g01393	Vitvi03g01393_t001	
Vitvi18g00435	Vitvi18g00435_t002	
Vitvi18g00435	Vitvi18g00435_t001	
Vitvi07g00434	Vitvi07g00434_t001	29760.VIT_07s0005g01710.t01
Vitvi03g00349	Vitvi03g00349_t001	
Vitvi16g04130	Vitvi16g04130_t001	
Vitvi01g00881	Vitvi01g00881_t001	
Vitvi01g01432	Vitvi01g01432_t001	
Vitvi03g04273	Vitvi03g04273_t001	
Vitvi14g01482	Vitvi14g01482_t001	29760.VIT_14s0068g01330.t01
Vitvi14g00831	Vitvi14g00831_t001	
Vitvi04g04000	Vitvi04g04000_t001	
Vitvi09g00554	Vitvi09g00554_t001	
Vitvi15g04265	Vitvi15g04265_t001	
Vitvi02g01004	Vitvi02g01004_t001	29760.VIT_02s0033g00300.t01
Vitvi05g01514	Vitvi05g01514_t001	29760.VIT_05s0102g00700.t01
Vitvi16g00067	Vitvi16g00067_t001	
Vitvi19g00447	Vitvi19g00447_t001	29760.VIT_19s0177g00220.t01
Vitvi18g04302	Vitvi18g04302_t001	
Vitvi05g04528	Vitvi05g04528_t001	
Vitvi01g02228	Vitvi01g02228_t001	29760.VIT_01s0010g02930.t01
Vitvi13g04111	Vitvi13g04111_t001	
Vitvi18g03009	Vitvi18g03009_t001	
Vitvi04g00737	Vitvi04g00737_t001	
Vitvi12g00530	Vitvi12g00530_t001	29760.VIT_12s0059g02390.t01
Vitvi06g01023	Vitvi06g01023_t001	
Vitvi04g04153	Vitvi04g04153_t001	
Vitvi10g00223	Vitvi10g00223_t001	
Vitvi12g04077	Vitvi12g04077_t001	
Vitvi07g02399	Vitvi07g02399_t001	
Vitvi08g01250	Vitvi08g01250_t001	
Vitvi18g01980	Vitvi18g01980_t001	
Vitvi11g04210	Vitvi11g04210_t001	
Vitvi11g00787	Vitvi11g00787_t001	29760.VIT_11s0037g00820.t01
Vitvi12g02000	Vitvi12g02000_t001	
Vitvi13g00388	Vitvi13g00388_t001	29760.VIT_13s0019g02690.t01
Vitvi09g04020	Vitvi09g04020_t001	
Vitvi07g04582	Vitvi07g04582_t001	
Vitvi03g04041	Vitvi03g04041_t001	
Vitvi19g01826	Vitvi19g01826_t001	
Vitvi07g02140	Vitvi07g02140_t003	29760.VIT_07s0104g00200.t01
Vitvi07g02140	Vitvi07g02140_t001	
Vitvi07g02140	Vitvi07g02140_t004	29760.VIT_07s0104g00210.t01
Vitvi07g02140	Vitvi07g02140_t002	29760.VIT_07s0104g00200.t01
Vitvi16g02081	Vitvi16g02081_t001	
Vitvi15g01602	Vitvi15g01602_t001	
Vitvi13g04277	Vitvi13g04277_t001	
Vitvi09g00809	Vitvi09g00809_t001	29760.VIT_09s0002g08880.t01
Vitvi12g04192	Vitvi12g04192_t001	
Vitvi09g01137	Vitvi09g01137_t001	29760.VIT_09s0018g00400.t01
Vitvi07g04028	Vitvi07g04028_t001	
Vitvi19g04605	Vitvi19g04605_t001	
Vitvi05g04082	Vitvi05g04082_t001	
Vitvi02g04241	Vitvi02g04241_t001	
Vitvi00g04814	Vitvi00g04814_t001	
Vitvi01g01079	Vitvi01g01079_t001	
Vitvi13g02200	Vitvi13g02200_t001	
Vitvi14g01806	Vitvi14g01806_t001	29760.VIT_14s0066g01650.t01
Vitvi11g00142	Vitvi11g00142_t001	
Vitvi04g00829	Vitvi04g00829_t001	
Vitvi03g00190	Vitvi03g00190_t001	
Vitvi07g01918	Vitvi07g01918_t001	
Vitvi15g00890	Vitvi15g00890_t001	
Vitvi17g00646	Vitvi17g00646_t001	
Vitvi14g04625	Vitvi14g04625_t001	
Vitvi19g00222	Vitvi19g00222_t001	
Vitvi09g01499	Vitvi09g01499_t001	29760.VIT_09s0002g00810.t01
Vitvi18g01015	Vitvi18g01015_t001	
Vitvi01g04055	Vitvi01g04055_t001	
Vitvi09g00443	Vitvi09g00443_t002	
Vitvi09g00443	Vitvi09g00443_t001	29760.VIT_09s0002g05240.t01
Vitvi02g04073	Vitvi02g04073_t001	
Vitvi01g00012	Vitvi01g00012_t001	29760.VIT_01s0011g00120.t01
Vitvi16g01027	Vitvi16g01027_t001	29760.VIT_16s0050g00230.t01
Vitvi01g00291	Vitvi01g00291_t001	29760.VIT_01s0011g03540.t01
Vitvi14g04157	Vitvi14g04157_t001	
Vitvi19g02232	Vitvi19g02232_t001	
Vitvi19g02320	Vitvi19g02320_t001	29760.VIT_19s0027g01810.t01
Vitvi02g00174	Vitvi02g00174_t001	
Vitvi09g00181	Vitvi09g00181_t001	
Vitvi13g02341	Vitvi13g02341_t001	
Vitvi04g01883	Vitvi04g01883_t001	29760.VIT_04s0008g04630.t01
Vitvi08g04349	Vitvi08g04349_t001	
Vitvi01g01729	Vitvi01g01729_t001	
Vitvi01g01729	Vitvi01g01729_t002	
Vitvi02g04300	Vitvi02g04300_t001	
Vitvi13g04435	Vitvi13g04435_t001	29760.VIT_13s0067g00500.t01
Vitvi04g01304	Vitvi04g01304_t001	
Vitvi19g04414	Vitvi19g04414_t001	
Vitvi09g04318	Vitvi09g04318_t001	
Vitvi04g01585	Vitvi04g01585_t001	29760.VIT_04s0044g00190.t01
Vitvi17g04099	Vitvi17g04099_t001	
Vitvi02g00564	Vitvi02g00564_t001	
Vitvi06g01871	Vitvi06g01871_t001	
Vitvi08g02002	Vitvi08g02002_t001	29760.VIT_08s0032g00010.t01
Vitvi18g03112	Vitvi18g03112_t001	
Vitvi18g03112	Vitvi18g03112_t002	
Vitvi07g04508	Vitvi07g04508_t001	
Vitvi18g00111	Vitvi18g00111_t002	
Vitvi18g00111	Vitvi18g00111_t001	29760.VIT_18s0001g00060.t01
Vitvi15g00744	Vitvi15g00744_t001	
Vitvi11g01664	Vitvi11g01664_t001	
Vitvi09g01324	Vitvi09g01324_t001	
Vitvi13g00302	Vitvi13g00302_t001	29760.VIT_13s0019g01470.t01
Vitvi17g00391	Vitvi17g00391_t001	
Vitvi10g00843	Vitvi10g00843_t001	
Vitvi02g00635	Vitvi02g00635_t001	29760.VIT_02s0012g00560.t01
Vitvi08g00041	Vitvi08g00041_t001	29760.VIT_08s0056g00500.t01
Vitvi06g04164	Vitvi06g04164_t001	
Vitvi14g04377	Vitvi14g04377_t001	
Vitvi10g04316	Vitvi10g04316_t001	
Vitvi18g04388	Vitvi18g04388_t001	
Vitvi17g00460	Vitvi17g00460_t001	
Vitvi11g00576	Vitvi11g00576_t001	
Vitvi15g00697	Vitvi15g00697_t001	
Vitvi05g01949	Vitvi05g01949_t001	
Vitvi10g00879	Vitvi10g00879_t001	
Vitvi16g01146	Vitvi16g01146_t001	
Vitvi08g00054	Vitvi08g00054_t001	
Vitvi17g04012	Vitvi17g04012_t001	
Vitvi13g04496	Vitvi13g04496_t001	
Vitvi00g04675	Vitvi00g04675_t001	
Vitvi14g01878	Vitvi14g01878_t001	
Vitvi17g04291	Vitvi17g04291_t001	
Vitvi13g04202	Vitvi13g04202_t001	
Vitvi15g01677	Vitvi15g01677_t001	
Vitvi07g04142	Vitvi07g04142_t001	
Vitvi16g00797	Vitvi16g00797_t001	29760.VIT_16s0022g01450.t01
Vitvi15g00751	Vitvi15g00751_t001	
Vitvi14g00277	Vitvi14g00277_t001	
Vitvi18g00288	Vitvi18g00288_t001	29760.VIT_18s0001g03150.t01
Vitvi18g00288	Vitvi18g00288_t002	
Vitvi08g00958	Vitvi08g00958_t001	29760.VIT_08s0040g00930.t01
Vitvi06g01401	Vitvi06g01401_t001	29760.VIT_06s0061g01260.t01
Vitvi19g01711	Vitvi19g01711_t001	
Vitvi03g01350	Vitvi03g01350_t001	29760.VIT_03s0038g01110.t01
Vitvi17g01371	Vitvi17g01371_t001	
Vitvi13g04733	Vitvi13g04733_t001	
Vitvi13g00157	Vitvi13g00157_t001	29760.VIT_13s0067g02640.t01
Vitvi11g00924	Vitvi11g00924_t001	
Vitvi05g00857	Vitvi05g00857_t001	29760.VIT_05s0049g02240.t01
Vitvi04g00658	Vitvi04g00658_t001	
Vitvi10g01812	Vitvi10g01812_t001	29760.VIT_10s0003g02170.t01
Vitvi02g00200	Vitvi02g00200_t002	
Vitvi02g00200	Vitvi02g00200_t001	
Vitvi08g01293	Vitvi08g01293_t001	
Vitvi15g01084	Vitvi15g01084_t001	29760.VIT_15s0046g02110.t01
Vitvi13g02354	Vitvi13g02354_t001	
Vitvi05g01258	Vitvi05g01258_t001	
Vitvi05g01258	Vitvi05g01258_t002	
Vitvi08g01781	Vitvi08g01781_t001	
Vitvi18g02821	Vitvi18g02821_t001	
Vitvi09g00218	Vitvi09g00218_t001	29760.VIT_09s0002g02600.t01
Vitvi02g00696	Vitvi02g00696_t001	
Vitvi04g04190	Vitvi04g04190_t001	
Vitvi00g04134	Vitvi00g04134_t001	
Vitvi15g04129	Vitvi15g04129_t001	
Vitvi08g04373	Vitvi08g04373_t001	
Vitvi11g00028	Vitvi11g00028_t001	
Vitvi16g01233	Vitvi16g01233_t002	29760.VIT_16s0050g02670.t01
Vitvi16g01233	Vitvi16g01233_t001	29760.VIT_16s0050g02670.t01
Vitvi18g00831	Vitvi18g00831_t001	
Vitvi16g01162	Vitvi16g01162_t002	29760.VIT_16s0050g01810.t01
Vitvi16g01162	Vitvi16g01162_t001	29760.VIT_16s0050g01810.t01
Vitvi08g04000	Vitvi08g04000_t001	
Vitvi01g01271	Vitvi01g01271_t001	29760.VIT_01s0010g00410.t01
Vitvi07g04576	Vitvi07g04576_t001	
Vitvi02g04049	Vitvi02g04049_t001	
Vitvi01g04460	Vitvi01g04460_t001	
Vitvi11g00508	Vitvi11g00508_t001	
Vitvi19g04322	Vitvi19g04322_t001	
Vitvi19g04230	Vitvi19g04230_t001	
Vitvi08g01869	Vitvi08g01869_t001	29760.VIT_08s0007g08070.t01
Vitvi12g04119	Vitvi12g04119_t001	
Vitvi15g01325	Vitvi15g01325_t001	29760.VIT_15s0045g00050.t01
Vitvi16g01572	Vitvi16g01572_t001	29760.VIT_16s0039g02880.t01
Vitvi00g04327	Vitvi00g04327_t001	
Vitvi01g04391	Vitvi01g04391_t001	
Vitvi07g04166	Vitvi07g04166_t001	29760.VIT_05s0049g01790.t01
Vitvi02g04254	Vitvi02g04254_t001	
Vitvi14g02049	Vitvi14g02049_t001	29760.VIT_14s0081g00520.t01
Vitvi14g01476	Vitvi14g01476_t001	
Vitvi11g00778	Vitvi11g00778_t001	
