Gene stable ID	Transcript stable ID	STRING ID
Vitvi08g04278	Vitvi08g04278_t001	
Vitvi04g04287	Vitvi04g04287_t001	
Vitvi09g04467	Vitvi09g04467_t001	
Vitvi13g00061	Vitvi13g00061_t001	
Vitvi11g00942	Vitvi11g00942_t001	29760.VIT_11s0065g00500.t01
Vitvi11g04237	Vitvi11g04237_t001	
Vitvi07g01495	Vitvi07g01495_t001	
Vitvi10g04660	Vitvi10g04660_t001	
Vitvi10g00685	Vitvi10g00685_t001	
Vitvi13g02526	Vitvi13g02526_t001	
Vitvi08g01945	Vitvi08g01945_t002	
Vitvi08g01945	Vitvi08g01945_t001	
Vitvi08g01945	Vitvi08g01945_t003	
Vitvi14g02852	Vitvi14g02852_t001	
Vitvi00g04299	Vitvi00g04299_t001	
Vitvi17g00507	Vitvi17g00507_t001	29760.VIT_17s0000g05370.t01
Vitvi18g04536	Vitvi18g04536_t001	
Vitvi16g04043	Vitvi16g04043_t001	
Vitvi05g00150	Vitvi05g00150_t001	29760.VIT_05s0077g00670.t01
Vitvi15g01548	Vitvi15g01548_t001	
Vitvi13g00850	Vitvi13g00850_t001	29760.VIT_13s0106g00400.t01
Vitvi08g02184	Vitvi08g02184_t001	29760.VIT_08s0040g03390.t01
Vitvi07g00871	Vitvi07g00871_t001	
Vitvi13g01021	Vitvi13g01021_t001	
Vitvi03g00419	Vitvi03g00419_t001	
Vitvi12g00261	Vitvi12g00261_t001	29760.VIT_12s0028g03110.t01
Vitvi06g04113	Vitvi06g04113_t001	
Vitvi04g00378	Vitvi04g00378_t001	29760.VIT_04s0008g04350.t01
Vitvi04g00378	Vitvi04g00378_t002	29760.VIT_04s0008g04350.t01
Vitvi04g00378	Vitvi04g00378_t003	
Vitvi19g02114	Vitvi19g02114_t001	
Vitvi07g04666	Vitvi07g04666_t001	
Vitvi18g01180	Vitvi18g01180_t003	
Vitvi18g01180	Vitvi18g01180_t002	
Vitvi18g01180	Vitvi18g01180_t001	
Vitvi01g04233	Vitvi01g04233_t001	
Vitvi17g01651	Vitvi17g01651_t001	
Vitvi16g04271	Vitvi16g04271_t001	
Vitvi12g04619	Vitvi12g04619_t001	
Vitvi01g04162	Vitvi01g04162_t001	
Vitvi03g04306	Vitvi03g04306_t001	
Vitvi17g00777	Vitvi17g00777_t001	
Vitvi19g00317	Vitvi19g00317_t001	29760.VIT_19s0014g03920.t01
Vitvi00g04355	Vitvi00g04355_t001	
Vitvi19g04463	Vitvi19g04463_t001	
Vitvi14g04283	Vitvi14g04283_t001	
Vitvi16g01391	Vitvi16g01391_t001	29760.VIT_16s0098g01580.t01
Vitvi09g02044	Vitvi09g02044_t001	
Vitvi05g01589	Vitvi05g01589_t001	
Vitvi03g01472	Vitvi03g01472_t001	
Vitvi05g02272	Vitvi05g02272_t001	
Vitvi15g04629	Vitvi15g04629_t001	
Vitvi05g04104	Vitvi05g04104_t001	
Vitvi00g04634	Vitvi00g04634_t001	
Vitvi13g04383	Vitvi13g04383_t001	
Vitvi05g00825	Vitvi05g00825_t001	29760.VIT_05s0049g01840.t01
Vitvi13g01771	Vitvi13g01771_t001	
Vitvi07g01750	Vitvi07g01750_t001	29760.VIT_07s0031g00680.t01
Vitvi14g02457	Vitvi14g02457_t001	29760.VIT_14s0060g00730.t01
Vitvi05g00370	Vitvi05g00370_t001	
Vitvi04g04206	Vitvi04g04206_t001	
Vitvi04g04492	Vitvi04g04492_t001	
Vitvi05g00523	Vitvi05g00523_t001	
Vitvi12g04544	Vitvi12g04544_t001	
Vitvi14g01540	Vitvi14g01540_t001	29760.VIT_14s0068g01970.t01
Vitvi04g00158	Vitvi04g00158_t001	
Vitvi01g00909	Vitvi01g00909_t001	
Vitvi10g04228	Vitvi10g04228_t001	
Vitvi13g00657	Vitvi13g00657_t001	
Vitvi15g01567	Vitvi15g01567_t001	
Vitvi03g00278	Vitvi03g00278_t001	
Vitvi03g00278	Vitvi03g00278_t002	
Vitvi01g04146	Vitvi01g04146_t001	
Vitvi00g04565	Vitvi00g04565_t001	
Vitvi12g01841	Vitvi12g01841_t001	
Vitvi17g00027	Vitvi17g00027_t001	29760.VIT_17s0000g00230.t01
Vitvi17g00027	Vitvi17g00027_t002	
Vitvi17g00027	Vitvi17g00027_t004	
Vitvi17g00027	Vitvi17g00027_t003	
Vitvi07g04642	Vitvi07g04642_t003	
Vitvi07g04642	Vitvi07g04642_t001	
Vitvi07g04642	Vitvi07g04642_t004	
Vitvi07g04642	Vitvi07g04642_t002	
Vitvi09g04226	Vitvi09g04226_t001	
Vitvi00g04175	Vitvi00g04175_t001	
Vitvi15g01177	Vitvi15g01177_t001	
Vitvi07g04440	Vitvi07g04440_t001	
Vitvi17g04333	Vitvi17g04333_t001	
Vitvi03g01877	Vitvi03g01877_t001	
Vitvi08g01056	Vitvi08g01056_t001	29760.VIT_08s0040g02180.t01
Vitvi16g00144	Vitvi16g00144_t001	
Vitvi12g02492	Vitvi12g02492_t001	29760.VIT_12s0057g00870.t01
Vitvi11g04016	Vitvi11g04016_t001	
Vitvi18g04061	Vitvi18g04061_t001	
Vitvi06g00918	Vitvi06g00918_t001	29760.VIT_06s0009g00410.t01
Vitvi06g00918	Vitvi06g00918_t002	29760.VIT_06s0009g00410.t01
Vitvi17g01592	Vitvi17g01592_t001	
Vitvi00g04863	Vitvi00g04863_t001	
Vitvi15g04431	Vitvi15g04431_t001	
Vitvi03g04078	Vitvi03g04078_t001	
Vitvi06g04214	Vitvi06g04214_t001	
Vitvi12g04536	Vitvi12g04536_t001	
Vitvi08g01239	Vitvi08g01239_t001	29760.VIT_08s0007g00780.t01
Vitvi17g04227	Vitvi17g04227_t001	
Vitvi12g00559	Vitvi12g00559_t001	
Vitvi16g01175	Vitvi16g01175_t001	29760.VIT_16s0050g02090.t01
Vitvi09g00026	Vitvi09g00026_t001	
Vitvi08g02283	Vitvi08g02283_t005	
Vitvi08g02283	Vitvi08g02283_t003	
Vitvi08g02283	Vitvi08g02283_t001	
Vitvi08g02283	Vitvi08g02283_t004	
Vitvi08g02283	Vitvi08g02283_t002	
Vitvi08g01108	Vitvi08g01108_t001	
Vitvi18g00261	Vitvi18g00261_t001	
Vitvi00g04646	Vitvi00g04646_t001	
Vitvi16g01863	Vitvi16g01863_t001	29760.VIT_16s0100g00550.t01
Vitvi02g00387	Vitvi02g00387_t001	29760.VIT_02s0025g04170.t01
Vitvi02g00387	Vitvi02g00387_t002	29760.VIT_02s0025g04170.t01
Vitvi02g00387	Vitvi02g00387_t003	29760.VIT_02s0025g04170.t01
Vitvi18g03133	Vitvi18g03133_t001	
Vitvi05g00939	Vitvi05g00939_t001	
Vitvi05g00939	Vitvi05g00939_t002	
Vitvi05g00939	Vitvi05g00939_t003	
Vitvi17g00814	Vitvi17g00814_t001	29760.VIT_17s0000g08370.t01
Vitvi17g00814	Vitvi17g00814_t002	29760.VIT_17s0000g08370.t01
Vitvi14g04184	Vitvi14g04184_t001	
Vitvi09g01598	Vitvi09g01598_t001	
Vitvi16g00136	Vitvi16g00136_t001	
Vitvi14g02653	Vitvi14g02653_t003	
Vitvi14g02653	Vitvi14g02653_t001	
Vitvi14g02653	Vitvi14g02653_t002	29760.VIT_14s0030g01720.t01
Vitvi14g02653	Vitvi14g02653_t004	29760.VIT_14s0030g01720.t01
Vitvi06g00827	Vitvi06g00827_t001	
Vitvi18g04619	Vitvi18g04619_t001	
Vitvi01g01659	Vitvi01g01659_t002	
Vitvi01g01659	Vitvi01g01659_t001	
Vitvi01g01659	Vitvi01g01659_t003	
Vitvi13g01907	Vitvi13g01907_t001	
Vitvi01g02023	Vitvi01g02023_t002	29760.VIT_01s0137g00420.t01
Vitvi01g02023	Vitvi01g02023_t001	29760.VIT_01s0137g00420.t01
Vitvi08g01768	Vitvi08g01768_t001	29760.VIT_08s0007g06820.t01
Vitvi16g04159	Vitvi16g04159_t001	
Vitvi04g00006	Vitvi04g00006_t001	29760.VIT_04s0008g00160.t01
Vitvi04g00411	Vitvi04g00411_t001	29760.VIT_04s0008g04720.t01
Vitvi15g04286	Vitvi15g04286_t001	29760.VIT_16s0039g00380.t01
Vitvi10g00028	Vitvi10g00028_t001	29760.VIT_10s0116g00540.t01
Vitvi01g04134	Vitvi01g04134_t001	
Vitvi01g00033	Vitvi01g00033_t001	29760.VIT_01s0011g00370.t01
Vitvi01g00033	Vitvi01g00033_t002	29760.VIT_01s0011g00370.t01
Vitvi14g00712	Vitvi14g00712_t001	
Vitvi12g00369	Vitvi12g00369_t003	
Vitvi12g00369	Vitvi12g00369_t001	29760.VIT_12s0059g00640.t01
Vitvi12g00369	Vitvi12g00369_t002	
Vitvi00g04460	Vitvi00g04460_t001	
Vitvi10g02038	Vitvi10g02038_t001	
Vitvi08g01694	Vitvi08g01694_t001	
Vitvi08g01694	Vitvi08g01694_t002	
Vitvi08g01694	Vitvi08g01694_t003	
Vitvi16g00071	Vitvi16g00071_t004	
Vitvi16g00071	Vitvi16g00071_t002	
Vitvi16g00071	Vitvi16g00071_t001	
Vitvi16g00071	Vitvi16g00071_t003	
Vitvi07g00316	Vitvi07g00316_t001	
Vitvi09g00776	Vitvi09g00776_t001	29760.VIT_09s0002g08580.t01
Vitvi00g04662	Vitvi00g04662_t001	
Vitvi16g01355	Vitvi16g01355_t001	
Vitvi02g01331	Vitvi02g01331_t001	
Vitvi17g00901	Vitvi17g00901_t001	29760.VIT_17s0000g09140.t01
Vitvi10g00508	Vitvi10g00508_t001	29760.VIT_10s0003g00390.t01
Vitvi07g04545	Vitvi07g04545_t001	
Vitvi08g01747	Vitvi08g01747_t001	
Vitvi18g04544	Vitvi18g04544_t001	
Vitvi04g00526	Vitvi04g00526_t001	29760.VIT_04s0008g05920.t01
Vitvi04g00526	Vitvi04g00526_t002	29760.VIT_04s0008g05920.t01
Vitvi14g02990	Vitvi14g02990_t001	
Vitvi00g04391	Vitvi00g04391_t001	
Vitvi14g00083	Vitvi14g00083_t001	
Vitvi01g04327	Vitvi01g04327_t001	
Vitvi14g01509	Vitvi14g01509_t001	29760.VIT_14s0068g01590.t01
Vitvi01g00940	Vitvi01g00940_t001	29760.VIT_01s0026g01730.t01
Vitvi05g04203	Vitvi05g04203_t001	
Vitvi10g00778	Vitvi10g00778_t002	
Vitvi10g00778	Vitvi10g00778_t001	29760.VIT_10s0003g03280.t01
Vitvi09g02036	Vitvi09g02036_t001	
Vitvi06g00422	Vitvi06g00422_t001	29760.VIT_06s0004g04230.t01
Vitvi18g03246	Vitvi18g03246_t001	
Vitvi13g04517	Vitvi13g04517_t001	
Vitvi18g02690	Vitvi18g02690_t001	
Vitvi04g01098	Vitvi04g01098_t001	29760.VIT_00s0214g00070.t01
Vitvi14g01445	Vitvi14g01445_t001	29760.VIT_14s0068g00890.t01
Vitvi07g04409	Vitvi07g04409_t001	29760.VIT_07s0289g00040.t01
Vitvi16g04379	Vitvi16g04379_t001	
Vitvi09g01735	Vitvi09g01735_t001	29760.VIT_09s0002g08600.t01
Vitvi10g01113	Vitvi10g01113_t001	
Vitvi12g04061	Vitvi12g04061_t001	
Vitvi11g04160	Vitvi11g04160_t001	
Vitvi11g00185	Vitvi11g00185_t001	29760.VIT_11s0016g02270.t01
Vitvi06g01462	Vitvi06g01462_t001	
Vitvi15g04207	Vitvi15g04207_t001	
Vitvi08g00078	Vitvi08g00078_t001	
Vitvi13g01672	Vitvi13g01672_t002	
Vitvi13g01672	Vitvi13g01672_t001	29760.VIT_13s0064g00380.t01
Vitvi04g00087	Vitvi04g00087_t001	29760.VIT_04s0008g01060.t01
Vitvi11g04323	Vitvi11g04323_t001	
Vitvi18g00799	Vitvi18g00799_t001	29760.VIT_18s0001g10590.t01
Vitvi19g00179	Vitvi19g00179_t001	
Vitvi16g00005	Vitvi16g00005_t001	
Vitvi08g01182	Vitvi08g01182_t001	29760.VIT_08s0007g00140.t01
Vitvi18g01743	Vitvi18g01743_t001	
Vitvi03g01256	Vitvi03g01256_t001	
Vitvi08g00974	Vitvi08g00974_t001	
Vitvi13g04261	Vitvi13g04261_t001	
Vitvi07g01451	Vitvi07g01451_t001	
Vitvi11g00037	Vitvi11g00037_t001	
Vitvi17g00975	Vitvi17g00975_t001	
Vitvi04g00135	Vitvi04g00135_t001	29760.VIT_04s0008g01590.t01
Vitvi19g00569	Vitvi19g00569_t001	29760.VIT_19s0090g01210.t01
Vitvi03g00852	Vitvi03g00852_t001	
Vitvi03g00852	Vitvi03g00852_t002	
Vitvi15g00152	Vitvi15g00152_t001	
Vitvi13g00619	Vitvi13g00619_t001	29760.VIT_13s0019g04430.t01
Vitvi13g00619	Vitvi13g00619_t002	29760.VIT_13s0019g04430.t01
Vitvi15g04115	Vitvi15g04115_t001	
Vitvi15g04498	Vitvi15g04498_t001	
Vitvi04g01176	Vitvi04g01176_t002	
Vitvi04g01176	Vitvi04g01176_t001	
Vitvi07g04741	Vitvi07g04741_t001	
Vitvi05g04394	Vitvi05g04394_t001	29760.VIT_05s0124g00480.t01
Vitvi05g04045	Vitvi05g04045_t001	
Vitvi03g04513	Vitvi03g04513_t001	
Vitvi01g01413	Vitvi01g01413_t001	
Vitvi18g04453	Vitvi18g04453_t001	
Vitvi04g01566	Vitvi04g01566_t001	29760.VIT_04s0044g00040.t01
Vitvi14g04551	Vitvi14g04551_t001	
Vitvi05g01274	Vitvi05g01274_t001	
Vitvi12g04125	Vitvi12g04125_t001	
Vitvi03g04196	Vitvi03g04196_t001	
Vitvi09g00587	Vitvi09g00587_t001	
Vitvi12g00383	Vitvi12g00383_t001	
Vitvi06g01446	Vitvi06g01446_t001	
Vitvi06g01867	Vitvi06g01867_t001	29760.VIT_06s0009g02470.t01
Vitvi10g00582	Vitvi10g00582_t002	
Vitvi10g00582	Vitvi10g00582_t001	
Vitvi14g00069	Vitvi14g00069_t001	
Vitvi15g00921	Vitvi15g00921_t001	29760.VIT_15s0048g03000.t01
Vitvi07g01590	Vitvi07g01590_t002	
Vitvi07g01590	Vitvi07g01590_t001	29760.VIT_07s0129g00140.t01
Vitvi08g00728	Vitvi08g00728_t001	
Vitvi16g01101	Vitvi16g01101_t001	
Vitvi07g04223	Vitvi07g04223_t001	
Vitvi10g01068	Vitvi10g01068_t001	
Vitvi06g00268	Vitvi06g00268_t001	29760.VIT_06s0004g02710.t01
Vitvi19g04336	Vitvi19g04336_t001	
Vitvi15g00372	Vitvi15g00372_t001	29760.VIT_15s0045g01290.t01
Vitvi06g00739	Vitvi06g00739_t001	
Vitvi10g02212	Vitvi10g02212_t001	29760.VIT_00s0904g00010.t01
Vitvi14g04692	Vitvi14g04692_t001	
Vitvi14g04361	Vitvi14g04361_t001	
Vitvi04g02125	Vitvi04g02125_t001	
Vitvi03g00457	Vitvi03g00457_t002	
Vitvi03g00457	Vitvi03g00457_t001	29760.VIT_03s0063g01030.t01
Vitvi02g04278	Vitvi02g04278_t001	
Vitvi04g01356	Vitvi04g01356_t001	
Vitvi19g04051	Vitvi19g04051_t001	
Vitvi00g04338	Vitvi00g04338_t001	
Vitvi00g04338	Vitvi00g04338_t002	
Vitvi05g04429	Vitvi05g04429_t001	
Vitvi04g01542	Vitvi04g01542_t001	
Vitvi10g04434	Vitvi10g04434_t001	
Vitvi14g04490	Vitvi14g04490_t001	
Vitvi18g01221	Vitvi18g01221_t001	
Vitvi02g01398	Vitvi02g01398_t002	
Vitvi02g01398	Vitvi02g01398_t001	
Vitvi02g01398	Vitvi02g01398_t003	
Vitvi15g04272	Vitvi15g04272_t001	
Vitvi03g04135	Vitvi03g04135_t001	
Vitvi01g01959	Vitvi01g01959_t001	
Vitvi19g04044	Vitvi19g04044_t001	
Vitvi19g00481	Vitvi19g00481_t001	
Vitvi10g00624	Vitvi10g00624_t001	
Vitvi14g00261	Vitvi14g00261_t001	
Vitvi12g00474	Vitvi12g00474_t001	29760.VIT_12s0059g01800.t01
Vitvi12g00474	Vitvi12g00474_t002	29760.VIT_12s0059g01800.t01
Vitvi05g00639	Vitvi05g00639_t001	29760.VIT_05s0020g04770.t01
Vitvi02g00378	Vitvi02g00378_t001	
Vitvi19g01832	Vitvi19g01832_t001	
Vitvi03g04087	Vitvi03g04087_t001	
Vitvi19g04395	Vitvi19g04395_t003	
Vitvi19g04395	Vitvi19g04395_t002	
Vitvi19g04395	Vitvi19g04395_t001	
Vitvi15g04533	Vitvi15g04533_t001	29760.VIT_00s0734g00020.t01
Vitvi09g04114	Vitvi09g04114_t001	
Vitvi18g01029	Vitvi18g01029_t001	
Vitvi04g01768	Vitvi04g01768_t001	
Vitvi13g00551	Vitvi13g00551_t001	
Vitvi01g00466	Vitvi01g00466_t001	29760.VIT_01s0011g05480.t01
Vitvi07g04037	Vitvi07g04037_t001	
Vitvi14g02897	Vitvi14g02897_t001	
Vitvi19g04259	Vitvi19g04259_t001	
Vitvi12g04283	Vitvi12g04283_t001	
Vitvi04g00513	Vitvi04g00513_t001	29760.VIT_04s0008g05780.t01
Vitvi18g04184	Vitvi18g04184_t001	
Vitvi07g04185	Vitvi07g04185_t001	
Vitvi04g00815	Vitvi04g00815_t001	
Vitvi07g00160	Vitvi07g00160_t001	29760.VIT_07s0104g00320.t01
Vitvi16g04464	Vitvi16g04464_t001	
Vitvi07g00323	Vitvi07g00323_t001	29760.VIT_07s0005g00470.t01
Vitvi14g04619	Vitvi14g04619_t001	
Vitvi06g04368	Vitvi06g04368_t001	
Vitvi02g04206	Vitvi02g04206_t001	
Vitvi18g02990	Vitvi18g02990_t002	
Vitvi18g02990	Vitvi18g02990_t001	
Vitvi18g02990	Vitvi18g02990_t003	
Vitvi14g04544	Vitvi14g04544_t001	
Vitvi01g00868	Vitvi01g00868_t001	29760.VIT_01s0026g01060.t01
Vitvi04g01747	Vitvi04g01747_t001	29760.VIT_04s0044g01860.t01
Vitvi02g00158	Vitvi02g00158_t001	
Vitvi13g04069	Vitvi13g04069_t001	
Vitvi05g00294	Vitvi05g00294_t001	
Vitvi13g01800	Vitvi13g01800_t001	
Vitvi06g00920	Vitvi06g00920_t001	29760.VIT_06s0009g00440.t01
Vitvi06g00920	Vitvi06g00920_t002	29760.VIT_06s0009g00440.t01
Vitvi06g00920	Vitvi06g00920_t003	29760.VIT_06s0009g00440.t01
Vitvi06g04347	Vitvi06g04347_t001	
Vitvi07g01389	Vitvi07g01389_t001	
Vitvi07g04754	Vitvi07g04754_t001	
Vitvi04g01694	Vitvi04g01694_t001	
Vitvi18g04755	Vitvi18g04755_t001	
Vitvi04g00196	Vitvi04g00196_t001	
Vitvi12g02457	Vitvi12g02457_t001	29760.VIT_12s0057g00070.t01
Vitvi01g01267	Vitvi01g01267_t001	29760.VIT_01s0010g00390.t01
Vitvi09g00013	Vitvi09g00013_t001	
Vitvi07g01444	Vitvi07g01444_t001	
Vitvi08g01994	Vitvi08g01994_t001	29760.VIT_08s0056g01260.t01
Vitvi13g00490	Vitvi13g00490_t001	
Vitvi15g00307	Vitvi15g00307_t001	29760.VIT_15s0045g00500.t01
Vitvi11g00223	Vitvi11g00223_t002	
Vitvi11g00223	Vitvi11g00223_t001	
Vitvi01g00442	Vitvi01g00442_t001	29760.VIT_01s0011g05210.t01
Vitvi05g01760	Vitvi05g01760_t001	29760.VIT_05s0077g01530.t01
Vitvi04g04457	Vitvi04g04457_t001	
Vitvi01g00640	Vitvi01g00640_t002	
Vitvi01g00640	Vitvi01g00640_t001	29760.VIT_01s0137g00760.t01
Vitvi10g00787	Vitvi10g00787_t001	
Vitvi14g02690	Vitvi14g02690_t001	
Vitvi13g00361	Vitvi13g00361_t001	29760.VIT_13s0019g02400.t01
Vitvi13g00361	Vitvi13g00361_t002	
Vitvi10g04210	Vitvi10g04210_t001	
Vitvi14g01841	Vitvi14g01841_t001	29760.VIT_14s0066g02130.t01
Vitvi19g00143	Vitvi19g00143_t001	29760.VIT_19s0014g01710.t01
Vitvi09g00782	Vitvi09g00782_t001	
Vitvi17g00601	Vitvi17g00601_t001	29760.VIT_17s0000g06210.t01
Vitvi13g00692	Vitvi13g00692_t001	29760.VIT_13s0019g05160.t01
Vitvi08g01098	Vitvi08g01098_t001	
Vitvi11g01132	Vitvi11g01132_t003	
Vitvi11g01132	Vitvi11g01132_t001	29760.VIT_11s0103g00530.t01
Vitvi11g01132	Vitvi11g01132_t002	
Vitvi16g04343	Vitvi16g04343_t001	
Vitvi06g04430	Vitvi06g04430_t001	
Vitvi04g00974	Vitvi04g00974_t001	29760.VIT_04s0043g00380.t01
Vitvi16g02068	Vitvi16g02068_t001	29760.VIT_16s0098g01010.t01
Vitvi11g01263	Vitvi11g01263_t001	
Vitvi04g02269	Vitvi04g02269_t001	
Vitvi16g00816	Vitvi16g00816_t001	29760.VIT_16s0022g01680.t01
Vitvi08g00135	Vitvi08g00135_t003	29760.VIT_08s0056g01570.t01
Vitvi08g00135	Vitvi08g00135_t001	29760.VIT_08s0056g01570.t01
Vitvi08g00135	Vitvi08g00135_t002	29760.VIT_08s0056g01570.t01
Vitvi10g02101	Vitvi10g02101_t001	
Vitvi07g01855	Vitvi07g01855_t001	29760.VIT_07s0031g01780.t01
Vitvi10g01798	Vitvi10g01798_t001	
Vitvi04g00078	Vitvi04g00078_t001	
Vitvi04g01182	Vitvi04g01182_t001	
Vitvi14g01743	Vitvi14g01743_t002	
Vitvi14g01743	Vitvi14g01743_t001	
Vitvi12g04269	Vitvi12g04269_t001	
Vitvi14g04453	Vitvi14g04453_t001	
Vitvi13g01972	Vitvi13g01972_t001	
Vitvi03g04411	Vitvi03g04411_t001	
Vitvi03g04006	Vitvi03g04006_t001	
Vitvi07g04216	Vitvi07g04216_t001	29760.VIT_07s0005g05920.t01
Vitvi09g00147	Vitvi09g00147_t001	
Vitvi18g04551	Vitvi18g04551_t001	
Vitvi00g04055	Vitvi00g04055_t001	29760.VIT_00s0173g00110.t01
Vitvi15g01057	Vitvi15g01057_t001	
Vitvi19g00017	Vitvi19g00017_t001	
Vitvi05g00884	Vitvi05g00884_t001	
Vitvi08g01176	Vitvi08g01176_t001	
Vitvi17g00675	Vitvi17g00675_t001	
Vitvi08g00674	Vitvi08g00674_t002	
Vitvi08g00674	Vitvi08g00674_t001	
Vitvi16g01212	Vitvi16g01212_t001	29760.VIT_16s0050g02500.t01
Vitvi16g01091	Vitvi16g01091_t001	29760.VIT_16s0050g00990.t01
Vitvi01g00227	Vitvi01g00227_t001	
Vitvi05g00303	Vitvi05g00303_t001	29760.VIT_05s0020g01380.t01
Vitvi05g00303	Vitvi05g00303_t004	
Vitvi05g00303	Vitvi05g00303_t002	29760.VIT_05s0020g01380.t01
Vitvi05g00303	Vitvi05g00303_t003	29760.VIT_05s0020g01380.t01
Vitvi13g01686	Vitvi13g01686_t002	
Vitvi13g01686	Vitvi13g01686_t001	
Vitvi09g01796	Vitvi09g01796_t001	29760.VIT_09s0096g01000.t01
Vitvi04g00728	Vitvi04g00728_t001	
Vitvi12g04595	Vitvi12g04595_t001	
Vitvi18g00069	Vitvi18g00069_t001	29760.VIT_18s0122g00970.t01
Vitvi13g04083	Vitvi13g04083_t001	
Vitvi03g04526	Vitvi03g04526_t001	
Vitvi11g00409	Vitvi11g00409_t001	
Vitvi05g04537	Vitvi05g04537_t001	
Vitvi10g00706	Vitvi10g00706_t001	29760.VIT_10s0003g02580.t01
Vitvi10g01535	Vitvi10g01535_t001	
Vitvi07g01120	Vitvi07g01120_t001	
Vitvi08g01031	Vitvi08g01031_t001	29760.VIT_08s0040g01790.t01
Vitvi10g01833	Vitvi10g01833_t001	
Vitvi09g00578	Vitvi09g00578_t001	
Vitvi03g01603	Vitvi03g01603_t001	
Vitvi07g01363	Vitvi07g01363_t001	
Vitvi13g04712	Vitvi13g04712_t001	
Vitvi16g00418	Vitvi16g00418_t001	
Vitvi09g00708	Vitvi09g00708_t001	29760.VIT_09s0002g07990.t01
Vitvi16g00195	Vitvi16g00195_t001	29760.VIT_16s0039g02680.t01
Vitvi06g00314	Vitvi06g00314_t001	29760.VIT_06s0004g03170.t01
Vitvi06g00314	Vitvi06g00314_t002	
Vitvi08g01542	Vitvi08g01542_t001	29760.VIT_08s0007g04190.t01
Vitvi14g01221	Vitvi14g01221_t001	
Vitvi18g04490	Vitvi18g04490_t001	
Vitvi11g00545	Vitvi11g00545_t001	
Vitvi17g00327	Vitvi17g00327_t001	29760.VIT_17s0000g03730.t01
Vitvi17g04033	Vitvi17g04033_t001	
Vitvi18g04692	Vitvi18g04692_t001	
Vitvi11g00843	Vitvi11g00843_t001	
Vitvi02g00710	Vitvi02g00710_t001	
Vitvi18g04361	Vitvi18g04361_t001	
Vitvi10g00576	Vitvi10g00576_t001	
Vitvi08g01356	Vitvi08g01356_t001	29760.VIT_08s0007g02150.t01
Vitvi08g01356	Vitvi08g01356_t002	
Vitvi02g04287	Vitvi02g04287_t001	
Vitvi11g04316	Vitvi11g04316_t001	
Vitvi15g00621	Vitvi15g00621_t001	
Vitvi15g04671	Vitvi15g04671_t001	
Vitvi00g04083	Vitvi00g04083_t001	
Vitvi14g00391	Vitvi14g00391_t001	29760.VIT_14s0030g01360.t01
Vitvi10g04526	Vitvi10g04526_t001	
Vitvi01g04435	Vitvi01g04435_t001	
Vitvi13g01729	Vitvi13g01729_t002	
Vitvi13g01729	Vitvi13g01729_t001	
Vitvi04g04508	Vitvi04g04508_t001	
Vitvi03g00706	Vitvi03g00706_t001	
Vitvi09g01514	Vitvi09g01514_t001	29760.VIT_09s0002g01330.t01
Vitvi17g04377	Vitvi17g04377_t001	
Vitvi03g01833	Vitvi03g01833_t002	
Vitvi03g01833	Vitvi03g01833_t001	
Vitvi06g04407	Vitvi06g04407_t001	
Vitvi05g00554	Vitvi05g00554_t002	
Vitvi05g00554	Vitvi05g00554_t004	
Vitvi05g00554	Vitvi05g00554_t001	29760.VIT_05s0020g04020.t01
Vitvi05g00554	Vitvi05g00554_t003	
Vitvi19g04265	Vitvi19g04265_t001	
Vitvi14g04485	Vitvi14g04485_t001	
Vitvi19g00280	Vitvi19g00280_t001	
Vitvi17g00898	Vitvi17g00898_t001	29760.VIT_17s0000g09100.t01
Vitvi00g04712	Vitvi00g04712_t001	
Vitvi15g01262	Vitvi15g01262_t001	29760.VIT_15s0024g01240.t01
Vitvi06g01378	Vitvi06g01378_t001	29760.VIT_06s0061g01040.t01
Vitvi07g01883	Vitvi07g01883_t001	
Vitvi17g01408	Vitvi17g01408_t001	29760.VIT_17s0000g03760.t01
Vitvi17g01408	Vitvi17g01408_t002	
Vitvi12g02508	Vitvi12g02508_t001	29760.VIT_12s0057g01430.t01
Vitvi18g01305	Vitvi18g01305_t001	
Vitvi18g01305	Vitvi18g01305_t002	
Vitvi09g04528	Vitvi09g04528_t001	
Vitvi01g00302	Vitvi01g00302_t001	29760.VIT_01s0011g03730.t01
Vitvi03g01664	Vitvi03g01664_t001	
Vitvi15g00447	Vitvi15g00447_t001	29760.VIT_15s0021g00470.t01
Vitvi15g00447	Vitvi15g00447_t002	
Vitvi06g04298	Vitvi06g04298_t001	
Vitvi05g04020	Vitvi05g04020_t001	
Vitvi18g00962	Vitvi18g00962_t001	
Vitvi01g01965	Vitvi01g01965_t001	
Vitvi05g02148	Vitvi05g02148_t001	
Vitvi12g00038	Vitvi12g00038_t001	
Vitvi14g04099	Vitvi14g04099_t001	
Vitvi18g04109	Vitvi18g04109_t001	
Vitvi04g01918	Vitvi04g01918_t001	
Vitvi05g00364	Vitvi05g00364_t001	
Vitvi05g00364	Vitvi05g00364_t002	
Vitvi01g04277	Vitvi01g04277_t001	
Vitvi09g04008	Vitvi09g04008_t001	
Vitvi12g04140	Vitvi12g04140_t001	
Vitvi14g01144	Vitvi14g01144_t001	29760.VIT_14s0006g02620.t01
